country_area_id,indicator_id,CountryCode,SeriesCode,year,Indicator_Value
32,5,76,668,1990,67
32,5,76,669,1990,79
32,5,76,671,1990,2.8
32,5,76,672,1990,2.5
32,5,76,673,1990,3.3
32,5,76,659,1990,461
32,5,76,660,1990,26
32,5,76,557,1990,5.3
32,5,76,722,1990,40.2
32,5,76,674,1990,53.1
32,5,76,675,1990,50.4
32,5,76,676,1990,58.7
32,5,76,677,1990,4.3
32,5,76,678,1990,5.5
32,5,76,679,1990,3.2
32,5,76,710,1990,36.7
32,5,76,711,1990,40527
32,5,76,616,1990,4.73
32,6,76,788,1990,0.1351
32,6,76,751,1990,1.3959
32,6,76,749,1990,208887
32,6,76,563,1990,78
32,6,76,561,1990,61.5
32,6,76,753,1990,39337.3
32,6,76,649,1990,8538.8
32,6,76,655,1990,18.6
32,6,76,758,1990,54.7
32,6,76,770,1990,72.4
32,6,76,771,1990,37.8
32,6,76,648,1990,94
32,6,76,779,1990,9409000
32,6,76,755,1990,6.29
32,6,76,562,1990,51.4
32,6,76,809,1990,0.2
32,6,76,786,1990,2.5
32,6,76,785,1990,6377
32,6,76,553,1990,104
32,6,76,811,1990,91
32,6,76,810,1990,119
32,6,76,780,1990,667
32,6,76,585,1990,2.3
32,6,76,580,1990,16.2
32,6,76,584,1990,6.2
32,6,76,567,1990,69
32,6,76,760,1990,29.3
32,6,76,772,1990,29
32,6,76,773,1990,29.9
32,6,76,667,1990,68
32,6,76,665,1990,89
32,6,76,666,1990,96
32,6,76,670,1990,31
32,6,76,668,1990,67
32,6,76,669,1990,79
32,6,76,671,1990,2.8
32,6,76,672,1990,2.5
32,6,76,673,1990,3.3
32,6,76,659,1990,461
32,6,76,660,1990,26
32,6,76,557,1990,5.3
32,6,76,722,1990,40.2
32,6,76,674,1990,53.1
32,6,76,675,1990,50.4
32,6,76,676,1990,58.7
32,6,76,677,1990,4.3
32,6,76,678,1990,5.5
32,6,76,679,1990,3.2
32,6,76,710,1990,36.7
32,6,76,711,1990,40527
32,6,76,616,1990,4.73
34,4,92,761,1990,28.4
34,4,92,749,1990,66
34,4,92,779,1990,6478
34,4,92,755,1990,39.36
34,4,92,809,1990,0.1
34,4,92,786,1990,1.8
34,4,92,785,1990,42
34,4,92,567,1990,25
34,4,92,670,1990,98
34,4,92,668,1990,98
34,4,92,669,1990,98
34,4,92,616,1990,0.06
34,5,92,761,1990,28.4
34,5,92,749,1990,66
34,5,92,779,1990,6478
