country_area_id,indicator_id,CountryCode,SeriesCode,year,Indicator_Value
109,4,364,788,1990,0.3939
109,4,364,751,1990,3.7461
109,4,364,749,1990,211134.9
109,4,364,563,1990,85
109,4,364,561,1990,56.6
109,4,364,753,1990,1393.9
109,4,364,649,1990,1365.8
109,4,364,655,1990,1.3
109,4,364,648,1990,142
109,4,364,779,1990,2199285
109,4,364,755,1990,3.9
109,4,364,611,1990,0.89
109,4,364,613,1990,0.72
109,4,364,802,1990,0.01
109,4,364,562,1990,44.1
109,4,364,809,1990,0.6
109,4,364,786,1990,1.5
109,4,364,785,1990,1000
109,4,364,553,1990,123
109,4,364,811,1990,98
109,4,364,810,1990,171
109,4,364,729,1990,0.01
109,4,364,800,1990,0.03
109,4,364,591,1990,68.8
109,4,364,635,1990,72.4
109,4,364,636,1990,64.9
109,4,364,585,1990,5.2
109,4,364,580,1990,3.9
109,4,364,584,1990,1
109,4,364,743,1990,84.6
109,4,364,744,1990,90.1
109,4,364,745,1990,78.8
109,4,364,567,1990,6.8
109,4,364,667,1990,84
109,4,364,665,1990,92
109,4,364,666,1990,99
109,4,364,670,1990,62
109,4,364,668,1990,71
109,4,364,669,1990,78
109,4,364,699,1990,244.25
109,4,364,659,1990,266
109,4,364,660,1990,4
109,4,364,557,1990,1.5
109,4,364,722,1990,10.5
109,4,364,616,1990,5.12
109,5,364,761,1990,93.8
109,5,364,579,1990,75
109,5,364,797,1990,9
109,5,364,798,1990,284
109,5,364,788,1990,0.3939
109,5,364,751,1990,3.7461
109,5,364,749,1990,211134.9
109,5,364,563,1990,85
109,5,364,561,1990,56.6
109,5,364,753,1990,1393.9
109,5,364,649,1990,1365.8
109,5,364,655,1990,1.3
109,5,364,648,1990,142
109,5,364,779,1990,2199285
109,5,364,755,1990,3.9
109,5,364,611,1990,0.89
109,5,364,613,1990,0.72
109,5,364,802,1990,0.01
109,5,364,562,1990,44.1
109,5,364,809,1990,0.6
109,5,364,786,1990,1.5
109,5,364,785,1990,1000
109,5,364,553,1990,123
109,5,364,811,1990,98
109,5,364,810,1990,171
109,5,364,729,1990,0.01
109,5,364,800,1990,0.03
109,5,364,591,1990,68.8
109,5,364,635,1990,72.4
109,5,364,636,1990,64.9
109,5,364,585,1990,5.2
109,5,364,580,1990,3.9
109,5,364,584,1990,1
109,5,364,743,1990,84.6
109,5,364,744,1990,90.1
