country_area_id,indicator_id,CountryCode,SeriesCode,year,Indicator_Value
40,8,116,567,1990,73.3
40,8,116,667,1990,22
40,8,116,665,1990,23
40,8,116,666,1990,34
40,8,116,668,1990,3
40,8,116,669,1990,19
40,8,116,616,1990,0.02
40,9,116,579,1990,5
40,9,116,797,1990,2
40,9,116,798,1990,7
40,9,116,751,1990,0.0498
40,9,116,749,1990,451
40,9,116,563,1990,34
40,9,116,561,1990,117.5
40,9,116,779,1990,3115
40,9,116,755,1990,0.03
40,9,116,803,1990,0.01
40,9,116,801,1990,0.02
40,9,116,802,1990,0.04
40,9,116,562,1990,85.6
40,9,116,553,1990,1020
40,9,116,811,1990,727
40,9,116,810,1990,1350
40,9,116,729,1990,0.02
40,9,116,799,1990,0.01
40,9,116,800,1990,0.04
40,9,116,567,1990,73.3
40,9,116,667,1990,22
40,9,116,665,1990,23
40,9,116,666,1990,34
40,9,116,668,1990,3
40,9,116,669,1990,19
40,9,116,616,1990,0.02
41,7,120,579,1990,3514
41,7,120,797,1990,2433
41,7,120,798,1990,5074
41,7,120,622,1990,14000
41,7,120,788,1990,0.052
41,7,120,751,1990,0.144
41,7,120,749,1990,1738.2
41,7,120,563,1990,56
41,7,120,561,1990,136.4
41,7,120,753,1990,125.1
41,7,120,649,1990,77.7
41,7,120,655,1990,13
41,7,120,648,1990,149
41,7,120,779,1990,40218
41,7,120,755,1990,0.33
41,7,120,611,1990,0.86
41,7,120,613,1990,0.68
41,7,120,803,1990,0.32
41,7,120,801,1990,0.41
41,7,120,802,1990,0.53
41,7,120,562,1990,84.8
41,7,120,809,1990,0.4
41,7,120,786,1990,0.6
41,7,120,785,1990,52
41,7,120,553,1990,728
41,7,120,811,1990,566
41,7,120,810,1990,926
41,7,120,729,1990,1.3
41,7,120,799,1990,0.98
41,7,120,800,1990,1.77
41,7,120,591,1990,56.7
41,7,120,635,1990,55.1
41,7,120,636,1990,58.7
41,7,120,743,1990,55.6
41,7,120,744,1990,57.6
41,7,120,745,1990,53.5
41,7,120,567,1990,51.4
41,7,120,667,1990,34
41,7,120,665,1990,51
41,7,120,666,1990,78
41,7,120,670,1990,27
41,7,120,668,1990,40
41,7,120,669,1990,60
41,7,120,768,1990,0.1
41,7,120,699,1990,241.01
41,7,120,659,1990,154
41,7,120,660,1990,26
41,7,120,557,1990,14.4
41,7,120,710,1990,50.8
41,7,120,711,1990,2532.3
41,7,120,616,1990,5.71
41,8,120,579,1990,3514
41,8,120,797,1990,2433
41,8,120,798,1990,5074
41,8,120,622,1990,14000
41,8,120,788,1990,0.052
41,8,120,751,1990,0.144
41,8,120,749,1990,1738.2
41,8,120,563,1990,56
41,8,120,561,1990,136.4
41,8,120,753,1990,125.1
41,8,120,649,1990,77.7
41,8,120,655,1990,13
41,8,120,648,1990,149
41,8,120,779,1990,40218
41,8,120,755,1990,0.33
41,8,120,611,1990,0.86
41,8,120,613,1990,0.68
41,8,120,803,1990,0.32
41,8,120,801,1990,0.41
41,8,120,802,1990,0.53
41,8,120,562,1990,84.8
41,8,120,809,1990,0.4
41,8,120,786,1990,0.6
41,8,120,785,1990,52
41,8,120,553,1990,728
41,8,120,811,1990,566
41,8,120,810,1990,926
41,8,120,729,1990,1.3
41,8,120,799,1990,0.98
41,8,120,800,1990,1.77
41,8,120,591,1990,56.7
41,8,120,635,1990,55.1
41,8,120,636,1990,58.7
41,8,120,743,1990,55.6
41,8,120,744,1990,57.6
41,8,120,745,1990,53.5
41,8,120,567,1990,51.4
41,8,120,667,1990,34
41,8,120,665,1990,51
41,8,120,666,1990,78
41,8,120,670,1990,27
41,8,120,668,1990,40
41,8,120,669,1990,60
41,8,120,768,1990,0.1
41,8,120,699,1990,241.01
41,8,120,659,1990,154
41,8,120,660,1990,26
41,8,120,557,1990,14.4
41,8,120,710,1990,50.8
41,8,120,711,1990,2532.3
41,8,120,616,1990,5.71
41,9,120,579,1990,3514
41,9,120,797,1990,2433
41,9,120,798,1990,5074
41,9,120,622,1990,14000
41,9,120,788,1990,0.052
41,9,120,751,1990,0.144
41,9,120,749,1990,1738.2
41,9,120,563,1990,56
41,9,120,561,1990,136.4
41,9,120,753,1990,125.1
41,9,120,649,1990,77.7
41,9,120,655,1990,13
41,9,120,648,1990,149
41,9,120,779,1990,40218
41,9,120,755,1990,0.33
41,9,120,611,1990,0.86
